NORAD_number,satellite_name,country_of_owner,owner_operator,user,purpose,class_of_orbit,launch_date,contractor,country_of_contractor,launch_location,launch_vehicle
45017,ÑuSat-7 (Sophie),Argentina,Satellogic S.A.,Commercial,Earth Observation,LEO,2020-01-15,Satellogic,Argentina,Taiyuan Launch Center,Long March 2D
45018,ÑuSat-8 (Marie),Argentina,Satellogic S.A.,Commercial,Earth Observation,LEO,2020-01-15,Satellogic,Argentina,Taiyuan Launch Center,Long March 2D
38358,NuSTAR (Nuclear Spectroscopic Telescope Array),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,LEO,2012-06-13,Orbital Sciences Corp.,USA,Kwajalein Island,Pegasus XL
37224,"O/OREOS (Organism/Organic Exposure to Orbital Stresses, USA 219)",USA,National Aeronautics and Space Administration (NASA)-Ames Research Center/Stanford University,Government/Civil,Space Science,LEO,2010-11-20,NASA/Ames Research Center,USA,Kodiak Launch Complex,Minotaur 4
39190,O3b FM02,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2013-06-25,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST
40079,O3b FM03,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2014-07-10,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
39189,O3b FM04,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2013-06-25,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST
39188,O3b FM05 (Other 3 Billion),United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2013-06-25,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST
40080,O3b FM06,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2014-07-10,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
40081,O3b FM07,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2014-07-10,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
40082,O3b FM08,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2014-07-10,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
40351,O3b FM09,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2014-12-18,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
40348,O3b FM10,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2014-12-18,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
40349,O3b FM11,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2014-12-18,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
40350,O3b FM12,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2014-12-18,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
43234,O3b FM13,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2018-03-09,Thales Alenia Space,France,Guiana Space Center,Soyuz-2.1b
43233,O3b FM14,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2018-03-09,Thales Alenia Space,France,Guiana Space Center,Soyuz-2.1b
43231,O3b FM15,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2018-03-09,Thales Alenia Space,France,Guiana Space Center,Soyuz-2.1b
43232,O3b FM16,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2018-03-09,Thales Alenia Space,France,Guiana Space Center,Soyuz-2.1b
44114,O3b FM17,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2019-04-04,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
44115,O3b FM18,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2019-04-04,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
44113,O3b FM19,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2019-04-04,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
44112,O3b FM20,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2019-04-04,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
39191,O3b PFM,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,2013-06-25,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST
40059,OCO 2  (Orbiting Carbon Observatory),USA,National Aeronautics and Space Administration (NASA),Government,Earth Observation,LEO,2014-07-02,Orbital Sciences Corp.,USA,Vandenberg AFB,Delta 2
44356,Oculus ASR,USA,Michigan Technological University/Air Force Research Laboratory,Military,Technology Development,Elliptical,2019-06-25,Michigan Technological University/Air Force Research Laboratory,USA,Cape Canaveral,Falcon Heavy
26702,Odin ,Sweden,Swedish National Space Board,Government,Earth Observation,LEO,2001-02-20,Swedish Space Corporation/Canadian Space Agency/National Technology Agency of Finland/Centre National d'Etudes Spatiales,Sweden/Canada/Finland/France,Svobodny Cosmodrome,Start 1
39650,Ofeq 10,Israel,Ministry of Defense,Military,Earth Observation,LEO,2014-04-09,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit
41759,Ofeq 11,Israel,Ministry of Defense,Military,Earth Observation,LEO,2016-09-13,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit
27434,Ofeq 5 ,Israel,Ministry of Defense,Military,Earth Observation,LEO,2002-05-28,"Israel Aircraft Industries (IAI), Missiles and Space Group",Israel,Palmachim Launch Complex ,Shavit
31601,Ofeq 7,Israel,Ministry of Defense,Military,Earth Observation,LEO,2007-06-10,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit
36608,Ofeq 9,Israel,Ministry of Defense,Military,Earth Observation,LEO,2010-06-22,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit
44057,OneWeb-0006,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2019-02-27,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
44058,OneWeb-0007,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2019-02-27,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
44059,OneWeb-0008,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2019-02-27,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
44060,OneWeb-0010,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2019-02-27,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
44061,OneWeb-0011,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2019-02-27,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
44062,OneWeb-0012,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2019-02-27,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
45131,OneWeb-0013,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45132,OneWeb-0017,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45434,OneWeb-0018,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45449,OneWeb-0019,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45133,OneWeb-0020,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45134,OneWeb-0021,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45135,OneWeb-0022,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45136,OneWeb-0023,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45137,OneWeb-0024,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45138,OneWeb-0025,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45139,OneWeb-0026,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45432,OneWeb-0027,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45140,OneWeb-0028,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45445,OneWeb-0029,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45431,OneWeb-0031,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45141,OneWeb-0032,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45142,OneWeb-0033,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45454,OneWeb-0034,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45143,OneWeb-0035,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45144,OneWeb-0036,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45440,OneWeb-0037,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45145,OneWeb-0038,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45146,OneWeb-0039,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45147,OneWeb-0040,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45148,OneWeb-0041,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45441,OneWeb-0042,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45149,OneWeb-0043,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45150,OneWeb-0044,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45151,OneWeb-0045,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45447,OneWeb-0046,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45152,OneWeb-0047,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45153,OneWeb-0048,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45154,OneWeb-0049,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45453,OneWeb-0050,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45155,OneWeb-0051,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45156,OneWeb-0052,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45157,OneWeb-0053,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45158,OneWeb-0054,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45443,OneWeb-0055,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45159,OneWeb-0056,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45160,OneWeb-0057,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45161,OneWeb-0058,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45162,OneWeb-0059,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45455,OneWeb-0060,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45428,OneWeb-0061,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45163,OneWeb-0062,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45448,OneWeb-0063,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45433,OneWeb-0064,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45164,OneWeb-0065,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-02-06,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45424,OneWeb-0066,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45425,OneWeb-0067,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45446,OneWeb-0068,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45430,OneWeb-0069,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45426,OneWeb-0080,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45429,OneWeb-0081,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45452,OneWeb-0082,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45435,OneWeb-0083,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45438,OneWeb-0085,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45456,OneWeb-0086,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45451,OneWeb-0087,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45457,OneWeb-0088,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45427,OneWeb-0090,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45437,OneWeb-0092,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45444,OneWeb-0093,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45450,OneWeb-0094,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45436,OneWeb-0095,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45439,OneWeb-0096,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
45442,OneWeb-0098,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,2020-03-21,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
44878,OPS-Sat,ESA,European Space Agency,Government,Technology Development,LEO,2019-12-18,European Space Agency,ESA,Guiana Space Center,Soyuz
39420,OPTOS,Spain,Spanish Space Agency,Government,Technology Development,LEO,2013-11-21,Instituto Nacional de Tecnica Aerospacial (INTA),Spain,Dombarovsky Air Base,Dnepr
42900,Optsat-3000,Italy,Italian Defense Ministry,Military,Earth Observation,LEO,2017-08-01,Israel Aerospace Industries (IAI),Israel,Guiana Space Center,Vega
40146,Optus 10,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,GEO,2014-09-11,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
27831,Optus and Defence C1 ,Australia,Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defense,Military/Commercial,Communications,GEO,2003-06-12,Space Systems/Loral,USA,Guiana Space Center,Ariane 5G
29495,Optus D1 ,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,GEO,2006-10-13,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA
32252,Optus D2,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,GEO,2007-10-05,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5
35756,Optus D3,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,GEO,2009-08-21,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5
25113,ORBCOMM FM-10 (ORBCOMM A2),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1997-12-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25114,ORBCOMM FM-11 (ORBCOMM A3),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1997-12-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25115,ORBCOMM FM-12 (ORBCOMM A4),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1997-12-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25420,ORBCOMM FM-13 (ORBCOMM B1),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1998-08-02,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25419,ORBCOMM FM-14 (ORBCOMM B2),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1998-08-02,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25418,ORBCOMM FM-15 (ORBCOMM B3),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1998-08-02,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25414,ORBCOMM FM-18 (ORBCOMM B6),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1998-08-02,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25415,ORBCOMM FM-19 (ORBCOMM B7),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1998-08-02,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25416,ORBCOMM FM-20 (ORBCOMM B8),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1998-08-02,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25475,ORBCOMM FM-21 (ORBCOMM C1),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1998-09-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25477,ORBCOMM FM-23 (ORBCOMM C3),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1998-09-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25481,ORBCOMM FM-27 (ORBCOMM C7),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1998-09-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25980,ORBCOMM FM-30 (ORBCOMM D2),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1999-12-04,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25981,ORBCOMM FM-31 (ORBCOMM D3),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1999-12-04,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25982,ORBCOMM FM-32 (ORBCOMM D4),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1999-12-04,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25985,ORBCOMM FM-35 (ORBCOMM D7),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1999-12-04,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25984,ORBCOMM FM-36 (ORBCOMM D8),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1999-12-04,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL
25159,ORBCOMM FM-4 (ORBCOMM G2),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1998-02-10,Orbital Sciences Corp.,USA,Vandenberg AFB,Taurus
25117,ORBCOMM FM-5 (ORBCOMM A6),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1997-12-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25118,ORBCOMM FM-6 (ORBCOMM A7),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1997-12-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25119,ORBCOMM FM-7 (ORBCOMM A8),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1997-12-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25112,ORBCOMM FM-8 (ORBCOMM A1),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1997-12-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
25116,ORBCOMM FM-9 (ORBCOMM A5),USA,ORBCOMM Inc.,Commercial,Communications,LEO,1997-12-23,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus
40091,ORBCOMM OG2 FM-103,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2014-07-14,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
40087,ORBCOMM OG2 FM-107,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2014-07-14,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
41187,ORBCOMM OG2 FM-108,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2015-12-22,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
40086,ORBCOMM OG2 FM-109,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2014-07-14,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
41182,ORBCOMM OG2 FM-110,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2015-12-22,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
41184,ORBCOMM OG2 FM-112,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2015-12-22,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
41185,ORBCOMM OG2 FM-113,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2015-12-22,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
41179,ORBCOMM OG2 FM-114,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2015-12-22,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
41186,ORBCOMM OG2 FM-115,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2015-12-22,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
41189,ORBCOMM OG2 FM-116,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2015-12-22,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
41188,ORBCOMM OG2 FM-117,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2015-12-22,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
41183,ORBCOMM OG2 FM-118,USA,ORBCOMM Inc.,Commercial,Communications,LEO,2015-12-22,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
45119,Orbital Factory-2,USA,University of Texas at El Paso,Civil,Technology Developmen,LEO,2020-01-31,University of Texas at El Paso,USA,Cygnus,Nanoracks Deployer
43795,Orbweaver-1,USA,DARPA/Tethers Unlimited,Military,Technology Development,LEO,2018-12-03,Firmamentum,USA,Vandenberg AFB,Falcon 9
43785,Orbweaver-2,USA,DARPA/Tethers Unlimited,Military,Technology Development,LEO,2018-12-03,Firmamentum,USA,Vandenberg AFB,Falcon 9
45120,ORCA (Optical RF Communications Adjunct),USA,Defense Advanced Research Projects Agency (DARPA),Military,Technology Development,LEO,2019-08-08,"SEOPS, Blue Canyon",USA,Cygnus,SEOPS Slingshot deployer 
