NORAD_number,satellite_name,country_of_owner,owner_operator,user,purpose,class_of_orbit,launch_date,contractor,country_of_contractor,launch_location,launch_vehicle
42921,"ORS-5 (Operationally Responsive Space-5, SensorSat)",USA,USAF /ORSO (Operationally Responsive Space Office),Military,Technology Demonstration,LEO,2017-08-26,MIT Lincoln Laboratory,USA,Cape Canaveral,Minotaur 4
44341,OTB-1 (Orbital Test Bed 1),USA,General Atomics - Electromagnetic Systems Group,Commercial,Technology Development,LEO,2019-06-25,Surrey Satellite Technology Ltd.,UK,Cape Canaveral,Falcon Heavy
43440,OVS-2,China,Zhuhai Orbita Aerospace Science and Technology Co.,Commercial,Earth Observation,LEO,2018-04-26,Zhuhai Orbita Aerospace Science and Technology Co.,China,Jiuquan Satellite Launch Center,Long March 11
44365,Painani-1,Mexico,Mexico Secretariat of National Defense (SEDENA),Military,Earth Observation,LEO,2019-06-29,AIVT by Mexican University of the Army and Air Force,Mexico,Rocket Lab Launch Complex 1,Electron
37779,Paksat-1R ,Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)/PakSat International,Government/Commercial,Communications,GEO,2011-08-11,China Aerospace Science and Technology Corp. (CASC),China,Xichang Satellite Launch Center,Long March 3B
43530,PakTES-1a,Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO),Government,Earth Observation,LEO,2018-07-09,CAST/DFH Satellite Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2C
35812,Palapa D1,Indonesia,PT Indosat,Commercial,Communications,GEO,2009-08-31,Thales Alenia Space,France,Xichang Satellite Launch Center,Long March 3B
44634,Palisade,USA,Astro Digital,Commercial,Technology Demonstration,LEO,2019-10-17,Astro Digital,USA,Rocket Lab Launch Complex 1,Electron
35815,"PAN-1 (Nemesis, Palladium at Night, P360, USA 207)",USA,Unknown US intelligence agency,Military,Earth Observation,GEO,2009-09-08,Lockheed Martin,USA,Cape Canaveral,Atlas 5
44354,ParkinsonSat-2 (Navy-Oscar-104),USA,US Naval Academy,Military,Technology Development,Elliptical,2019-06-25,US Naval Academy,USA,Cape Canaveral,Falcon Heavy
28380,Parus-95 (Cosmos 2407),Russia,Ministry of Defense,Military,Communications,LEO,2004-07-22,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M
28521,Parus-96 (Cosmos 2414),Russia,Ministry of Defense,Military,Communications,LEO,2005-01-20,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M
36519,Parus-99 (Cosmos 2463),Russia,Ministry of Defense,Military,Communications,LEO,2010-04-27,Information Satellite Systems (formerly NPO-PM),Russia,Plesetsk Cosmodrome,Kosmos 3M
43759,"Pathfinder II (Sirion, Helios)",USA,Helios Wire,Commercial,Communications,LEO,2018-12-03,Astro Digital,USA,Vandenberg AFB,Falcon 9
43215,Paz,Spain,Hisdesat,Military/Commercial,Earth Observation,LEO,2018-02-22,Airbus Defense and Space,France/UK/Spain,Vandenberg AFB,Falcon 9
26931,"PCSat (Prototype Communications SATellite, Navy-Oscar 44, NO-44)",USA,US Naval Academy,Government,Communications/Technology Development,LEO,2001-09-30,US Naval Academy,USA,Kodiak Launch Complex,Athena 1
44497,Pearl White 1,USA,Tiger Innovations,Commercial,Technology Development,LEO,2019-08-19,Tiger Innovations,USA,Rocket Lab Launch Complex 1,Electron
44498,Pearl White 2,USA,Tiger Innovations,Commercial,Technology Development,LEO,2019-08-19,Tiger Innovations,USA,Rocket Lab Launch Complex 1,Electron
42015,PEASSS (PiezoElectric Assisted Small Satellite),Netherlands,Netherlands Organization for Applied Scientific Research (NTO) consortium,Government,Technology Development,LEO,2017-02-15,Netherlands Organization for Applied Scientific Research (NTO) consortium,Netherlands,Satish Dhawan Space Centre,PSLV XL
40039,Perseus M1,Russia/USA,Dauria Aerospace,Commercial,Communications,LEO,2014-06-19,Dauria Aerospace/Canopus Systems,Russia/USA,Dombarovsky Air Base,Dnepr
40037,Perseus M2,Russia/USA,Dauria Aerospace,Commercial,Communications,LEO,2014-06-19,Dauria Aerospace/Canopus Systems,Russia/USA,Dombarovsky Air Base,Dnepr
39177,Persona-2 (Cosmos 2486),Russia,Ministry of Defense,Military,Earth Observation,LEO,2013-06-07,TsSKB Progress,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
40699,Persona-3 (Cosmos 2506),Russia,Ministry of Defense,Military,Earth Observation,LEO,2015-06-23,TsSKB Progress,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
41770,PeruSat-1,Peru,Peruvian SpaceAgency,Government,Earth Observation,LEO,2016-09-16,Airbus Defense and Space,France,Guiana Space Center,Vega
41784,PISAT ,India,Indian Space Research Organization (ISRO),Government,Technology Development,LEO,2016-09-26,"PES University, Bengaluru",India,Satish Dhawan Space Centre,PSLV
38012,Pléiades HR1A,France/Italy,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation,LEO,2011-12-17,Astrium,France,Guiana Space Center,Soyuz 2/Fregat
39019,Pléiades HR1B,France,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation,LEO,2012-12-02,Astrium,France,Guiana Space Center,Soyuz STA/Fregat
43808,"Polar Scout A (Polar Scout 1, ORS-7, Yukon)",USA,US Coast Guard,Military,Communications,LEO,2018-12-03,Raytheon,USA,Vandenberg AFB,Falcon 9
43764,"Polar Scout B (Polar Scout 2, ORS-7, Kodiak)",USA,US Coast Guard,Military,Communications,LEO,2018-12-03,Raytheon,USA,Vandenberg AFB,Falcon 9
40042,PolyITAN-1,Ukraine,National Technical University,Civil,Technology Development,LEO,2014-06-19,National Technical University,Ukraine,Dombarovsky Air Base,Dnepr
44072,PRISMA (PRecursore IperSpettrale della Missione Applicativa),Italy,Italian Space Agency,Government,Earth Observation,LEO,2019-03-22,OHB Italia,Italy,Guiana Space Center,Vega
26958,Proba 1 (Project for On-Board Autonomy),ESA,European Space Agency (ESA),Government,Technology Demonstration,LEO,2001-10-22,Verhaert Design and Development NV (leading a European consortium),Belgium,Satish Dhawan Space Centre,PSLV C3
36037,Proba 2 (Project for On-Board Autonomy),ESA,European Space Agency (ESA),Government,Technology Demonstration,LEO,2009-11-02,Verhaert Design and Development NV (leading a European consortium),Belgium,Plesetsk Cosmodrome,Breeze KM
39159,Proba 5 (Project for On-Board Autonomy),ESA,European Space Agency (ESA),Government,Earth Observation,LEO,2013-05-07,QinetiQ Space Belgium,Belgium,Guiana Space Center,Vega
41854,Prometheus 2.1 ,USA,Los Alamos National Laboratory,Military,Technology Development,LEO,2016-11-11,Los Alamos National Laboratory,USA,Vandenberg AFB,Atlas 5
41855,Prometheus 2.3,USA,Los Alamos National Laboratory,Military,Technology Development,LEO,2017-08-26,Los Alamos National Laboratory,USA,Cape Canaveral,Minotaur 4
44386,Prometheus 2.6,USA,Los Alamos National Laboratory,Military,Technology Development,LEO,2019-06-25,Los Alamos National Laboratory,USA,Cape Canaveral,Falcon Heavy
44374,Prometheus 2.7,USA,Los Alamos National Laboratory,Military,Technology Development,LEO,2019-06-29,Los Alamos National Laboratory,USA,Rocket Lab Launch Complex 1,Electron
44366,Prometheus 2.9,USA,Los Alamos National Laboratory,Military,Technology Development,LEO,2019-06-29,Los Alamos National Laboratory,USA,Rocket Lab Launch Complex 1,Electron
40976,PropCube-1 (PropCube Merryweather),USA,Naval Post-Graduate School,Military,Space Science,LEO,2015-10-08,Tyvak Nanosatellite Systems,USA,Cape Canaveral,Atlas 5
40973,PropCube-3 (PropCube Flora),USA,Naval Post-Graduate School,Military,Space Science,LEO,2015-10-08,Tyvak Nanosatellite Systems,USA,Cape Canaveral,Atlas 5
44339,Prox-1 (Nanosat 7),USA,Georgia Institute of Technology,Civil,Technology Development,LEO,2019-06-25,Georgia Institute of Technology,USA,Cape Canaveral,Falcon Heavy
43694,Proxima-1,Australia,Fleet Space Technologies,Commercial,Technology Development,LEO,2018-11-10,Fleet Space Technologies,Australia,Rocket Lab Launch Complex 1,Electron
43696,Proxima-2,Australia,Fleet Space Technologies,Commercial,Technology Development,LEO,2018-11-10,Fleet Space Technologies,Australia,Rocket Lab Launch Complex 1,Electron
43529,PRSS-1 (Pakistan Remote Sensing Satellite-1),Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO),Government,Earth Observation,LEO,2018-07-09,CAST/DFH Satellite Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2C
40925,Pujiang-1,China,Shanghai Academy of Spaceflight Technology (SAST),Government,Technology Development,LEO,2015-09-24,Shanghai Academy of Space Flight Technology,China,Jiuquan Satellite Launch Center,Long March 11
43814,PWSat-2,Poland,Warsaw University of Technology,Civil,Technology Development,LEO,2018-12-03,Warsaw University of Technology,Poland,Vandenberg AFB,Falcon 9
45261,"QARMAN (Qubesat for Aerothermodynamic Research and Measurements on AblatioN, QB50 BE05)",Belgium,Von Karman Institute (VKI),Civil,Space Science,LEO,2020-02-19,Von Karman Institiute (VKI),Belgium,International Space Station,Nanorack Deployer
44486,Qiancheng-01,China,Qiansheng Exploration Technology Co. Ltd.,Commercial,Earth Observation,LEO,2019-08-17,Qiansheng Exploration Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Jielong 1
44856,QPS-SAR 1 (Izanagi),Japan,iQPS,Commercial,Earth Observation,LEO,2019-12-11,iQPS,Japan,Satish Dhawan Space Centre,PSLV
40301,Qsat-EOS (KYUshu SATellite - Earth Observation System),Japan,Kyushu University,Civil,Earth Observation,LEO,2014-11-06,Kyushu University,Japan,Dombarovsky Air Base,Dnepr
41731,"Quantum Science Satellite (QSS, Micius, Mozi)",China,University of Science and Technology,Government,Space Science,LEO,2016-08-15,Chinese Academy of Sciences/Austrian Academy of Sciences,China/Austria,Jiuquan Satellite Launch Center,Long March 2D
37826,QuetzSat-1,USA,SES S.A. -- total capacity leased to subsidiary of EchoStar Corp. ,Commercial,Communications,GEO,2011-09-29,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
37158,"QZS-1 (Quazi-Zenith Satellite System, Michibiki-1)",Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Regional Positioning,GEO,2010-09-11,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H2A
42738,"QZS-2 (Quazi-Zenith Satellite System, Michibiki-2)",Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Regional Positioning,GEO,2017-05-31,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H2A
42917,"QZS-3 (Quazi-Zenith Satellite System, Michibiki-3)",Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Regional Positioning,GEO,2017-08-19,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H2A
42965,"QZS-4 (Quazi-Zenith Satellite System, Michibiki-4)",Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Regional Positioning,GEO,2017-10-09,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H2A
44073,R3D2 (Radio Frequency Risk Reduction Deployment Demonstration),USA,Defense Advanced Research Projects Agency (DARPA),Military,Technology Development,LEO,2019-03-29,Norhrup Grumman/Blue Canyon Technologies,USA,Rocket Lab Launch Complex 1,Electron
44330,Raavana-1,Sri Lanka,Kyushu Institute of Technology,Civil,Earth Observation,LEO,2019-06-17,Kyushu Institute of Technology,Japan,International Space Station,J-SSOD Deployer
32382,Radarsat-2 ,Canada,MDA Corporation,Commercial,Earth Observation,LEO,2007-12-14,"MacDonald, Dettwiler/Thales Alenia Spazio",Canada/Italy,Baikonur Cosmodrome,Soyuz
43017,RadFxSat,USA,Vanderbilt University/AMSAT,Civil,Technology Development,LEO,2017-11-18,Vanderbilt University/AMSAT,USA,Vandenberg AFB,Delta 2
23439,"Radio-ROSTO (RS-15, Radio Sputnik 15, Russian Defence, Sports and Technical Organization - ROSTO)",Russia,RS3A Control Station,Civil,Communications,MEO,1994-12-26,Nilakt Posto and radio amateurs,Russia,Baikonur Cosmodrome,Rokot
45262,Radsat-U (Radiation Satellite),USA,Montana State University,Civil,Technology Development,LEO,2020-02-19,Montana State University/NASA,USA,International Space Station,Nanorack Deployer
36358,Raduga 1-M2 (Raduga 1-9),Russia,Ministry of Defense,Military,Communications,GEO,2010-01-28,Applied Mechanics (NPO),Russia,Baikonur Cosmodrome,Proton M
39375,Raduga 1-M3 ,Russia,Ministry of Defense,Military,Communications,GEO,2013-11-11,OAO Resetneva,Russia,Baikonur Cosmodrome,Proton M
43548,"RainCube (Radar In a Cubesat, RainSat)",USA,"Tyvak Nanosatellite Systems, Inc.",Government,Earth Observation,LEO,2018-07-13,Tyvak Nanosatellite Systems,USA,International Space Station,Nanorack Deployer
43772,RANGE-A (Ranging and Nanosatellite Guidance Experiment),USA,Georgia Institute of Technology,Civil,Technology Development,LEO,2018-12-03,Georgia Institute of Technology,USA,Vandenberg AFB,Falcon 9
43773,RANGE-B (Ranging and Nanosatellite Guidance Experiment),USA,Georgia Institute of Technology,Civil,Technology Development,LEO,2018-12-03,Georgia Institute of Technology,USA,Vandenberg AFB,Falcon 9
37364,"Rapid Pathfinder Program (NROL-66, USA 225)",USA,National Reconnaissance Office (NRO),Military,Technology Development,LEO,2011-02-06,National Reconnaissance Laboratory,USA,Vandenberg AFB,Minotaur 4
33314,RapidEye-1 (RapidEye-C),Germany,RapidEye AG,Commercial,Earth Observation,LEO,2008-08-29,"Surrey Satellite Technology, Ltd.",UK,Baikonur Cosmodrome,Dnepr
33312,RapidEye-2 (RapidEye A),Germany,RapidEye AG,Commercial,Earth Observation,LEO,2008-08-29,"Surrey Satellite Technology, Ltd.",UK,Baikonur Cosmodrome,Dnepr
33315,RapidEye-3 (RapidEye D),Germany,RapidEye AG,Commercial,Earth Observation,LEO,2008-08-29,"Surrey Satellite Technology, Ltd.",UK,Baikonur Cosmodrome,Dnepr
33316,RapidEye-4 (RapidEye E),Germany,RapidEye AG,Commercial,Earth Observation,LEO,2008-08-29,"Surrey Satellite Technology, Ltd.",UK,Baikonur Cosmodrome,Dnepr
33313,RapidEye-5 (RapidEye B),Germany,RapidEye AG,Commercial,Earth Observation,LEO,2008-08-29,"Surrey Satellite Technology, Ltd.",UK,Baikonur Cosmodrome,Dnepr
43932,RAPIS-1 (RAPid Innovative payload demonstration Satellite 1),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,LEO,2019-01-17,Axelspace,Japan,Uchinoura Space Center,Epsilon
37791,RASAT,Turkey,Space Technologies Research Institute,Government,Earth Observation,LEO,2011-08-17,Space Technologies Research Institute,Turkey,Dombarovsky Air Base,Dnepr
36831,Rascom-QAF 1R,Multinational,Regional African Satellite Communications Organization (RASCOM),Commercial,Communications,GEO,2010-08-04,Thales Alenia Space,France,Guiana Space Center,Ariane 5
41849,RAVAN (Radiometer Assessment using Vertically Aligned Nanotubes),USA,Applied Physics Laboratory/NASA,Government,Technology Development,LEO,2016-11-11,Blue Canyon Technologies,USA,Vandenberg AFB,Atlas 5
44322,RCM-1 (Radar Constellation Mission 1),Canada,Canadian Space Agency,Government,Earth Observation,LEO,2019-06-12,MDA Corporation,Canada,Vandenberg AFB,Falcon 9
44323,RCM-2 (Radar Constellation Mission 2),Canada,Canadian Space Agency,Government,Earth Observation,LEO,2019-06-12,MDA Corporation,Canada,Vandenberg AFB,Falcon 9
44324,RCM-3 (Radar Constellation Mission 3),Canada,Canadian Space Agency,Government,Earth Observation,LEO,2019-06-12,MDA Corporation,Canada,Vandenberg AFB,Falcon 9
44364,Red-Eye (Pinot),USA,Defense Advanced Research Projects Agency (DARPA),Military,Technology Development,LEO,2019-06-27,Defense Advanced Research Projects Agency (DARPA),USA,Dragon CRS-17,Kaber Microsatellite Deployer
28810,Reimei (Innovative Technology Demonstration Experiment Satellite - INDEX),Japan,Institute of Space and Astronautical Science (ISAS)/Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,LEO,2005-08-23,Institute of Space and Astronautical Science (ISAS),Japan,Baikonur Cosmodrome,Dnepr
40070,Relek (ICA-FC1),Russia,Skobeltsyn Institute of Nuclear Physics,Government,Earth Observation,LEO,2014-07-08,NPO Lavochkin,Russia,Baikonur Cosmodrome,Soyuz-2.1b
43510,RemoveDebris (RemDeb),United Kingdom,Surrey Space Center,Commercial,Technology Development,LEO,2018-06-20,Surrey Satellite Technology Ltd.,UK,International Space Station,Kaber Microsatellite Deployer
37387,Resourcesat 2 (exactView-2),India/Canada,Indian Space Research Organization (ISRO)/exactEarth,Government,Earth Observation,LEO,2011-04-20,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C16
41877,Resourcesat-2A,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,2016-12-07,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV
39186,Resurs-P1,Russia,Russian Federal Space Agency,Government/Commercial,Earth Observation,LEO,2013-06-25,TsSKB Progress (State Research & Production Space Rocket Center),Russia,Baikonur Cosmodrome,Soyuz-2.1b
40360,Resurs-P2,Russia,Russian Federal Space Agency,Government/Commercial,Earth Observation/Communications/Space Science,LEO,2014-12-26,TsSKB Progress (State Research & Production Space Rocket Center),Russia,Baikonur Cosmodrome,Soyuz 2.1b
41386,Resurs-P3,Russia,Russian Federal Space Agency,Government/Commercial,Earth Observation,LEO,2016-03-13,TsSKB Progress (State Research & Production Space Rocket Center),Russia,Baikonur Cosmodrome,Soyuz 2.1b
38248,RISat-1 (Radar Imaging Satellite 1),India,Ministry of Defense,Military,Earth Observation,LEO,2012-04-25,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV XL
34807,RISat-2 (Radar Imaging Satellite 2),India,Ministry of Defense,Military,Earth Observation,LEO,2009-04-20,Israel Aircraft Industries (IAI),Israel,Satish Dhawan Space Centre,PSLV C12
44233,RISat-2B (Radar Imaging Satellite 2B),India,Ministry of Defense,Military,Earth Observation,LEO,2019-05-22,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV
44857,RISat-2BR1 (Radar Imaging Satellite 2BR1),India,Ministry of Defense,Military,Earth Observation,LEO,2019-12-11,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV
43934,RISESAT (Rapid International Scientific Experiment Satellite),Japan,Tohoku University,Civil,Earth Observation,LEO,2019-01-18,Tohoku University,Japan,Uchinoura Space Center,Epsilon
39769,Rising-2,Japan,Tohoku University/Hokkaido University,Civil,Earth Observation,LEO,2014-05-24,Tohoku University/Hokkaido University,Japan,Tanegashima Space Center,H2A
42792,Robusta-1B (Radiation on Bipolar Test for University Satellite Application),France,University of Montpellier,Civil,Earth Science,LEO,2017-06-23,University of Montpellier,France,Satish Dhawan Space Centre,PSLV
28908,"Rodnik (Cosmos 2416, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2005-12-21,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M
32954,"Rodnik (Cosmos 2437, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2008-05-23,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
32955,"Rodnik (Cosmos 2438, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2008-05-23,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
32956,"Rodnik (Cosmos 2439, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2008-05-23,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
35498,"Rodnik (Cosmos 2451, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2009-07-06,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
35500,"Rodnik (Cosmos 2453, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2009-07-06,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
37152,"Rodnik (Cosmos 2467, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2010-09-08,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
37154,"Rodnik (Cosmos 2468, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2010-09-08,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
38733,"Rodnik (Cosmos 2481, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2012-07-28,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39057,"Rodnik (Cosmos 2482, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2013-01-15,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39058,"Rodnik (Cosmos 2483, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2013-01-15,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39059,"Rodnik (Cosmos 2484, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2013-01-15,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39483,"Rodnik (Cosmos 2488, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2013-12-25,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39484,"Rodnik (Cosmos 2489, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2013-12-25,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39485,"Rodnik (Cosmos 2490, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2013-12-25,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39761,"Rodnik (Cosmos 2496, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2014-05-23,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot
39762,"Rodnik (Cosmos 2497, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2014-05-23,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot
39763,"Rodnik (Cosmos 2498, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2014-05-23,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot
40920,"Rodnik (Cosmos 2507, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2015-09-23,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot
40921,"Rodnik (Cosmos 2508, Strela 3M)",Russia,Ministry of Defense,Military,Communications,LEO,2015-09-23,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot
